,3,4,5,6
3183,33599,2018-05-21 00:00:20,0,1
3185,33599,2018-05-21 00:01:24,0,1
3187,33599,2018-05-21 00:02:28,0,1
3189,33599,2018-05-21 00:03:32,0,1
3191,33599,2018-05-21 00:04:36,0,1
3193,33599,2018-05-21 00:05:40,0,1
3195,33599,2018-05-21 00:06:43,0,1
3197,33599,2018-05-21 00:07:02,0,1
3200,33599,2018-05-21 00:08:57,0,1
3201,33599,2018-05-21 00:09:03,0,1
3203,33599,2018-05-21 00:10:07,0,1
3205,33599,2018-05-21 00:11:11,0,1
3206,33599,2018-05-21 00:12:00,0,1
3208,33599,2018-05-21 00:13:01,0,1
3210,33599,2018-05-21 00:14:02,0,1
3212,33599,2018-05-21 00:15:03,0,1
3214,33599,2018-05-21 00:16:04,0,1
3216,33599,2018-05-21 00:17:05,0,1
3218,33599,2018-05-21 00:18:06,0,1
3221,33599,2018-05-21 00:19:07,0,1
3223,33599,2018-05-21 00:20:08,0,1
3225,33599,2018-05-21 00:21:09,0,1
3226,33599,2018-05-21 00:22:02,0,1
3228,33599,2018-05-21 00:23:06,0,1
3230,33599,2018-05-21 00:24:11,0,1
3232,33599,2018-05-21 00:25:13,0,1
3234,33599,2018-05-21 00:26:14,0,1
3236,33599,2018-05-21 00:27:15,0,1
3238,33599,2018-05-21 00:28:16,0,1
3240,33599,2018-05-21 00:29:17,0,1
3242,33599,2018-05-21 00:30:18,0,1
3245,33599,2018-05-21 00:31:19,0,1
3247,33599,2018-05-21 00:32:20,0,1
3249,33599,2018-05-21 00:33:21,0,1
3250,33599,2018-05-21 00:34:03,0,1
3252,33599,2018-05-21 00:35:12,0,1
3254,33599,2018-05-21 00:36:16,0,1
3256,33599,2018-05-21 00:37:21,0,1
3258,33599,2018-05-21 00:38:26,0,1
3260,33599,2018-05-21 00:39:27,0,1
3262,33599,2018-05-21 00:40:28,0,1
3264,33599,2018-05-21 00:41:29,0,1
3266,33599,2018-05-21 00:42:30,0,1
3268,33599,2018-05-21 00:43:02,0,1
3271,33599,2018-05-21 00:44:32,0,1
3272,33599,2018-05-21 00:45:05,0,1
3274,33599,2018-05-21 00:46:10,0,1
3276,33599,2018-05-21 00:47:14,0,1
3278,33599,2018-05-21 00:48:18,0,1
3280,33599,2018-05-21 00:49:22,0,1
3282,33599,2018-05-21 00:50:25,0,1
3284,33599,2018-05-21 00:51:30,0,1
3286,33599,2018-05-21 00:52:34,0,1
3288,33599,2018-05-21 00:53:38,0,1
3290,33599,2018-05-21 00:54:42,0,1
3292,33599,2018-05-21 00:55:02,0,1
3295,33599,2018-05-21 00:56:44,0,1
3296,33599,2018-05-21 00:57:04,0,1
3298,33599,2018-05-21 00:58:07,0,1
3300,33599,2018-05-21 00:59:11,0,1
3302,33599,2018-05-21 01:00:16,0,1
3304,33599,2018-05-21 01:01:20,0,1
3306,33599,2018-05-21 01:02:24,0,1
3308,33599,2018-05-21 01:03:29,0,1
3310,33599,2018-05-21 01:04:32,0,1
3312,33599,2018-05-21 01:05:36,0,1
3314,33599,2018-05-21 01:06:54,0,1
3315,33599,2018-05-21 01:07:09,0,1
3318,33599,2018-05-21 01:08:56,0,1
3319,33599,2018-05-21 01:09:12,0,1
3321,33599,2018-05-21 01:10:16,0,1
3323,33599,2018-05-21 01:11:22,0,1
3325,33599,2018-05-21 01:12:26,0,1
3326,33599,2018-05-21 01:13:00,0,1
3328,33599,2018-05-21 01:14:01,0,1
3330,33599,2018-05-21 01:15:02,0,1
3332,33599,2018-05-21 01:16:03,0,1
3334,33599,2018-05-21 01:17:04,0,1
3336,33599,2018-05-21 01:18:05,0,1
3338,33599,2018-05-21 01:19:06,0,1
3341,33599,2018-05-21 01:20:07,0,1
3342,33599,2018-05-21 01:21:08,0,1
3344,33599,2018-05-21 01:22:09,0,1
3346,33599,2018-05-21 01:23:10,0,1
