,3,4,5,6
47281,35054,2018-05-13 00:00:53,0,1
47282,35054,2018-05-13 00:01:02,0,1
47285,35054,2018-05-13 00:02:06,0,1
47287,35054,2018-05-13 00:03:11,0,1
47289,35054,2018-05-13 00:04:57,0,1
47290,35054,2018-05-13 00:05:31,0,1
47292,35054,2018-05-13 00:06:35,0,1
47295,35054,2018-05-13 00:07:40,0,1
47296,35054,2018-05-13 00:08:00,0,1
47298,35054,2018-05-13 00:09:01,0,1
47300,35054,2018-05-13 00:10:02,0,1
47302,35054,2018-05-13 00:11:03,0,1
47303,35054,2018-05-13 00:12:04,0,1
47304,35054,2018-05-13 00:13:05,0,1
47306,35054,2018-05-13 00:14:06,0,1
47308,35054,2018-05-13 00:15:07,0,1
47310,35054,2018-05-13 00:16:08,0,1
47313,35054,2018-05-13 00:17:09,0,1
47314,35054,2018-05-13 00:18:10,0,1
47316,35054,2018-05-13 00:19:11,0,1
47319,35054,2018-05-13 00:20:12,0,1
47321,35054,2018-05-13 00:21:13,0,1
47323,35054,2018-05-13 00:22:14,0,1
47325,35054,2018-05-13 00:23:15,0,1
47327,35054,2018-05-13 00:24:16,0,1
47328,35054,2018-05-13 00:25:03,0,1
47330,35054,2018-05-13 00:26:18,0,1
47331,35054,2018-05-13 00:27:19,0,1
47333,35054,2018-05-13 00:28:20,0,1
47336,35054,2018-05-13 00:29:21,0,1
47338,35054,2018-05-13 00:30:22,0,1
47340,35054,2018-05-13 00:31:23,0,1
47342,35054,2018-05-13 00:32:24,0,1
47344,35054,2018-05-13 00:33:25,0,1
47346,35054,2018-05-13 00:34:26,0,1
47348,35054,2018-05-13 00:35:27,0,1
47350,35054,2018-05-13 00:36:28,0,1
47352,35054,2018-05-13 00:37:28,0,1
47353,35054,2018-05-13 00:38:29,0,1
47354,35054,2018-05-13 00:39:19,0,1
47356,35054,2018-05-13 00:40:23,0,1
47359,35054,2018-05-13 00:41:26,0,1
47361,35054,2018-05-13 00:42:35,0,1
47362,35054,2018-05-13 00:43:39,0,1
47363,35054,2018-05-13 00:44:43,0,1
47364,35054,2018-05-13 00:45:36,0,1
47366,35054,2018-05-13 00:46:37,0,1
47368,35054,2018-05-13 00:47:38,0,1
47370,35054,2018-05-13 00:48:39,0,1
47371,35054,2018-05-13 00:49:02,0,1
47373,35054,2018-05-13 00:50:41,0,1
47374,35054,2018-05-13 00:51:21,0,1
47376,35054,2018-05-13 00:52:26,0,1
47379,35054,2018-05-13 00:53:30,0,1
47381,35054,2018-05-13 00:54:45,0,1
47382,35054,2018-05-13 00:55:40,0,1
47384,35054,2018-05-13 00:56:46,0,1
47386,35054,2018-05-13 00:57:00,0,1
47389,35054,2018-05-13 00:58:49,0,1
47391,35054,2018-05-13 00:59:50,0,1
47393,35054,2018-05-13 01:00:51,0,1
47394,35054,2018-05-13 01:01:02,0,1
47396,35054,2018-05-13 01:02:07,0,1
47398,35054,2018-05-13 01:03:54,0,1
47399,35054,2018-05-13 01:04:32,0,1
47401,35054,2018-05-13 01:05:36,0,1
47405,35054,2018-05-13 01:06:40,0,1
47407,35054,2018-05-13 01:07:44,0,1
47409,35054,2018-05-13 01:08:49,0,1
47411,35054,2018-05-13 01:09:53,0,1
47412,35054,2018-05-13 01:10:00,0,1
47414,35054,2018-05-13 01:11:01,0,1
47415,35054,2018-05-13 01:12:02,0,1
47417,35054,2018-05-13 01:13:03,0,1
47419,35054,2018-05-13 01:14:04,0,1
47421,35054,2018-05-13 01:15:05,0,1
47422,35054,2018-05-13 01:16:06,0,1
47424,35054,2018-05-13 01:17:07,0,1
47427,35054,2018-05-13 01:18:08,0,1
47429,35054,2018-05-13 01:19:09,0,1
47431,35054,2018-05-13 01:20:10,0,1
47433,35054,2018-05-13 01:21:11,0,1
47435,35054,2018-05-13 01:22:12,0,1
47437,35054,2018-05-13 01:23:13,0,1
47438,35054,2018-05-13 01:24:02,0,1
47440,35054,2018-05-13 01:25:08,0,1
47442,35054,2018-05-13 01:26:13,0,1
47444,35054,2018-05-13 01:27:17,0,1
47445,35054,2018-05-13 01:28:18,0,1
47447,35054,2018-05-13 01:29:19,0,1
47451,35054,2018-05-13 01:30:20,0,1
47453,35054,2018-05-13 01:31:21,0,1
47454,35054,2018-05-13 01:32:22,0,1
47456,35054,2018-05-13 01:33:23,0,1
47457,35054,2018-05-13 01:34:03,0,1
47460,35054,2018-05-13 01:35:07,0,1
47462,35054,2018-05-13 01:36:11,0,1
47464,35054,2018-05-13 01:37:16,0,1
47466,35054,2018-05-13 01:38:20,0,1
47468,35054,2018-05-13 01:39:24,0,1
47470,35054,2018-05-13 01:40:30,0,1
47471,35054,2018-05-13 01:41:31,0,1
47473,35054,2018-05-13 01:42:32,0,1
47475,35054,2018-05-13 01:43:00,0,1
47478,35054,2018-05-13 01:44:34,0,1
47480,35054,2018-05-13 01:45:35,0,1
47481,35054,2018-05-13 01:46:00,0,1
47483,35054,2018-05-13 01:47:05,0,1
47485,35054,2018-05-13 01:48:09,0,1
47487,35054,2018-05-13 01:49:12,0,1
47489,35054,2018-05-13 01:50:18,0,1
47491,35054,2018-05-13 01:51:24,0,1
47493,35054,2018-05-13 01:52:42,0,1
47494,35054,2018-05-13 01:53:43,0,1
47496,35054,2018-05-13 01:54:44,0,1
47498,35054,2018-05-13 01:55:01,0,1
47501,35054,2018-05-13 01:56:46,0,1
47503,35054,2018-05-13 01:57:47,0,1
47504,35054,2018-05-13 01:58:02,0,1
47506,35054,2018-05-13 01:59:06,0,1
47508,35054,2018-05-13 02:00:11,0,1
47510,35054,2018-05-13 02:01:16,0,1
47512,35054,2018-05-13 02:02:19,0,1
47514,35054,2018-05-13 02:03:24,0,1
47516,35054,2018-05-13 02:04:54,0,1
47517,35054,2018-05-13 02:05:45,0,1
47519,35054,2018-05-13 02:06:49,0,1
47521,35054,2018-05-13 02:07:01,0,1
47524,35054,2018-05-13 02:08:58,0,1
47526,35054,2018-05-13 02:09:59,0,1
47527,35054,2018-05-13 02:11:00,0,1
47529,35054,2018-05-13 02:12:01,0,1
47532,35054,2018-05-13 02:13:02,0,1
47534,35054,2018-05-13 02:14:03,0,1
47536,35054,2018-05-13 02:15:04,0,1
47538,35054,2018-05-13 02:16:05,0,1
47540,35054,2018-05-13 02:17:06,0,1
47541,35054,2018-05-13 02:18:07,0,1
47543,35054,2018-05-13 02:19:08,0,1
47545,35054,2018-05-13 02:20:07,0,1
47548,35054,2018-05-13 02:21:10,0,1
47549,35054,2018-05-13 02:22:02,0,1
47551,35054,2018-05-13 02:23:06,0,1
47553,35054,2018-05-13 02:24:11,0,1
47555,35054,2018-05-13 02:25:14,0,1
47557,35054,2018-05-13 02:26:15,0,1
47559,35054,2018-05-13 02:27:16,0,1
47561,35054,2018-05-13 02:28:17,0,1
47563,35054,2018-05-13 02:29:18,0,1
47564,35054,2018-05-13 02:30:19,0,1
47566,35054,2018-05-13 02:31:20,0,1
47568,35054,2018-05-13 02:32:06,0,1
47571,35054,2018-05-13 02:33:01,0,1
47573,35054,2018-05-13 02:34:23,0,1
47574,35054,2018-05-13 02:35:13,0,1
47576,35054,2018-05-13 02:36:18,0,1
47579,35054,2018-05-13 02:37:22,0,1
47581,35054,2018-05-13 02:38:27,0,1
47583,35054,2018-05-13 02:39:28,0,1
47585,35054,2018-05-13 02:40:29,0,1
47587,35054,2018-05-13 02:41:30,0,1
47589,35054,2018-05-13 02:42:31,0,1
47590,35054,2018-05-13 02:43:32,0,1
47591,35054,2018-05-13 02:44:06,0,1
47593,35054,2018-05-13 02:45:12,0,1
47597,35054,2018-05-13 02:46:17,0,1
47599,35054,2018-05-13 02:47:21,0,1
47601,35054,2018-05-13 02:48:25,0,1
47603,35054,2018-05-13 02:49:30,0,1
47605,35054,2018-05-13 02:50:34,0,1
47607,35054,2018-05-13 02:51:39,0,1
47609,35054,2018-05-13 02:52:41,0,1
47610,35054,2018-05-13 02:53:42,0,1
47612,35054,2018-05-13 02:54:43,0,1
47614,35054,2018-05-13 02:55:08,0,1
47616,35054,2018-05-13 02:56:45,0,1
47617,35054,2018-05-13 02:57:14,0,1
47619,35054,2018-05-13 02:58:18,0,1
47622,35054,2018-05-13 02:59:22,0,1
47624,35054,2018-05-13 03:00:49,0,1
47625,35054,2018-05-13 03:01:32,0,1
47627,35054,2018-05-13 03:02:37,0,1
47630,35054,2018-05-13 03:03:41,0,1
47632,35054,2018-05-13 03:04:45,0,1
47634,35054,2018-05-13 03:05:54,0,1
47635,35054,2018-05-13 03:06:55,0,1
47637,35054,2018-05-13 03:07:56,0,1
47638,35054,2018-05-13 03:08:00,0,1
47641,35054,2018-05-13 03:09:05,0,1
47643,35054,2018-05-13 03:10:59,0,1
47644,35054,2018-05-13 03:11:31,0,1
47645,35054,2018-05-13 03:12:00,0,1
47649,35054,2018-05-13 03:13:01,0,1
47651,35054,2018-05-13 03:14:02,0,1
47653,35054,2018-05-13 03:15:03,0,1
47654,35054,2018-05-13 03:16:04,0,1
47656,35054,2018-05-13 03:17:05,0,1
47657,35054,2018-05-13 03:18:00,0,1
47660,35054,2018-05-13 03:19:05,0,1
47662,35054,2018-05-13 03:20:08,0,1
47664,35054,2018-05-13 03:21:09,0,1
47666,35054,2018-05-13 03:22:10,0,1
47668,35054,2018-05-13 03:23:11,0,1
47669,35054,2018-05-13 03:24:12,0,1
47671,35054,2018-05-13 03:25:13,0,1
47674,35054,2018-05-13 03:26:01,0,1
47677,35054,2018-05-13 03:27:15,0,1
47679,35054,2018-05-13 03:28:16,0,1
47680,35054,2018-05-13 03:29:03,0,1
47682,35054,2018-05-13 03:30:07,0,1
47684,35054,2018-05-13 03:31:11,0,1
47686,35054,2018-05-13 03:32:15,0,1
47688,35054,2018-05-13 03:33:19,0,1
47690,35054,2018-05-13 03:34:22,0,1
47692,35054,2018-05-13 03:35:23,0,1
47693,35054,2018-05-13 03:36:24,0,1
47695,35054,2018-05-13 03:37:25,0,1
47697,35054,2018-05-13 03:38:02,0,1
47701,35054,2018-05-13 03:39:27,0,1
47702,35054,2018-05-13 03:40:01,0,1
47704,35054,2018-05-13 03:41:06,0,1
47706,35054,2018-05-13 03:42:10,0,1
47708,35054,2018-05-13 03:43:14,0,1
47710,35054,2018-05-13 03:44:18,0,1
47712,35054,2018-05-13 03:45:23,0,1
47714,35054,2018-05-13 03:46:28,0,1
47716,35054,2018-05-13 03:47:35,0,1
47717,35054,2018-05-13 03:48:36,0,1
47719,35054,2018-05-13 03:49:37,0,1
47721,35054,2018-05-13 03:50:04,0,1
47724,35054,2018-05-13 03:51:39,0,1
47725,35054,2018-05-13 03:52:01,0,1
47727,35054,2018-05-13 03:53:06,0,1
47729,35054,2018-05-13 03:54:09,0,1
47731,35054,2018-05-13 03:55:13,0,1
47733,35054,2018-05-13 03:56:17,0,1
47735,35054,2018-05-13 03:57:21,0,1
47737,35054,2018-05-13 03:58:26,0,1
47739,35054,2018-05-13 03:59:47,0,1
47740,35054,2018-05-13 04:00:48,0,1
47741,35054,2018-05-13 04:01:49,0,1
47743,35054,2018-05-13 04:02:04,0,1
47745,35054,2018-05-13 04:03:08,0,1
47750,35054,2018-05-13 04:04:12,0,1
47752,35054,2018-05-13 04:05:16,0,1
47754,35054,2018-05-13 04:06:21,0,1
47756,35054,2018-05-13 04:07:25,0,1
47758,35054,2018-05-13 04:08:29,0,1
47760,35054,2018-05-13 04:09:33,0,1
47762,35054,2018-05-13 04:10:38,0,1
47764,35054,2018-05-13 04:11:42,0,1
47766,35054,2018-05-13 04:13:00,0,1
47767,35054,2018-05-13 04:14:01,0,1
47769,35054,2018-05-13 04:15:02,0,1
47772,35054,2018-05-13 04:16:03,0,1
47774,35054,2018-05-13 04:17:04,0,1
47776,35054,2018-05-13 04:18:05,0,1
47778,35054,2018-05-13 04:19:06,0,1
47780,35054,2018-05-13 04:20:07,0,1
47781,35054,2018-05-13 04:21:08,0,1
47783,35054,2018-05-13 04:22:09,0,1
47786,35054,2018-05-13 04:23:10,0,1
47788,35054,2018-05-13 04:24:11,0,1
47790,35054,2018-05-13 04:25:12,0,1
47791,35054,2018-05-13 04:26:13,0,1
47792,35054,2018-05-13 04:27:13,0,1
47794,35054,2018-05-13 04:28:15,0,1
47798,35054,2018-05-13 04:29:16,0,1
47800,35054,2018-05-13 04:30:17,0,1
47802,35054,2018-05-13 04:31:18,0,1
47804,35054,2018-05-13 04:32:19,0,1
47806,35054,2018-05-13 04:33:20,0,1
47808,35054,2018-05-13 04:34:21,0,1
47810,35054,2018-05-13 04:35:22,0,1
47812,35054,2018-05-13 04:36:23,0,1
47814,35054,2018-05-13 04:37:24,0,1
47815,35054,2018-05-13 04:38:25,0,1
47816,35054,2018-05-13 04:40:25,0,1
47819,35054,2018-05-13 04:41:35,0,1
47820,35054,2018-05-13 04:42:29,0,1
47822,35054,2018-05-13 04:43:30,0,1
47823,35054,2018-05-13 04:44:31,0,1
47825,35054,2018-05-13 04:45:32,0,1
47827,35054,2018-05-13 04:46:10,0,1
47829,35054,2018-05-13 04:47:01,0,1
47831,35054,2018-05-13 04:48:35,0,1
47832,35054,2018-05-13 04:49:16,0,1
47834,35054,2018-05-13 04:50:20,0,1
47837,35054,2018-05-13 04:51:25,0,1
47839,35054,2018-05-13 04:52:39,0,1
47840,35054,2018-05-13 04:53:40,0,1
47842,35054,2018-05-13 04:54:41,0,1
47844,35054,2018-05-13 04:55:07,0,1
47846,35054,2018-05-13 04:56:00,0,1
47848,35054,2018-05-13 04:57:05,0,1
47850,35054,2018-05-13 04:58:09,0,1
47852,35054,2018-05-13 04:59:13,0,1
47854,35054,2018-05-13 05:00:17,0,1
47856,35054,2018-05-13 05:01:21,0,1
47858,35054,2018-05-13 05:02:25,0,1
47860,35054,2018-05-13 05:03:29,0,1
47862,35054,2018-05-13 05:04:51,0,1
47863,35054,2018-05-13 05:05:50,0,1
47865,35054,2018-05-13 05:06:53,0,1
47867,35054,2018-05-13 05:07:07,0,1
47870,35054,2018-05-13 05:08:55,0,1
47871,35054,2018-05-13 05:09:02,0,1
47873,35054,2018-05-13 05:10:07,0,1
47875,35054,2018-05-13 05:11:11,0,1
47877,35054,2018-05-13 05:12:59,0,1
47878,35054,2018-05-13 05:13:22,0,1
47879,35054,2018-05-13 05:14:00,0,1
47882,35054,2018-05-13 05:15:01,0,1
47884,35054,2018-05-13 05:16:02,0,1
47886,35054,2018-05-13 05:17:03,0,1
47887,35054,2018-05-13 05:18:04,0,1
47888,35054,2018-05-13 05:19:00,0,1
47890,35054,2018-05-13 05:20:04,0,1
47894,35054,2018-05-13 05:21:07,0,1
47896,35054,2018-05-13 05:22:08,0,1
47898,35054,2018-05-13 05:23:09,0,1
47900,35054,2018-05-13 05:24:10,0,1
47902,35054,2018-05-13 05:25:11,0,1
47904,35054,2018-05-13 05:26:12,0,1
47906,35054,2018-05-13 05:27:13,0,1
47908,35054,2018-05-13 05:28:14,0,1
47910,35054,2018-05-13 05:29:15,0,1
47911,35054,2018-05-13 05:30:16,0,1
47912,35054,2018-05-13 05:31:05,0,1
47914,35054,2018-05-13 05:32:09,0,1
47918,35054,2018-05-13 05:33:19,0,1
47919,35054,2018-05-13 05:34:20,0,1
47921,35054,2018-05-13 05:35:21,0,1
47924,35054,2018-05-13 05:36:22,0,1
47926,35054,2018-05-13 05:37:22,0,1
47928,35054,2018-05-13 05:38:23,0,1
47930,35054,2018-05-13 05:39:24,0,1
47932,35054,2018-05-13 05:40:25,0,1
47934,35054,2018-05-13 05:41:26,0,1
47936,35054,2018-05-13 05:42:27,0,1
47937,35054,2018-05-13 05:43:28,0,1
47938,35054,2018-05-13 05:44:13,0,1
47940,35054,2018-05-13 05:45:17,0,1
47943,35054,2018-05-13 05:46:23,0,1
47945,35054,2018-05-13 05:47:27,0,1
47947,35054,2018-05-13 05:48:31,0,1
47949,35054,2018-05-13 05:49:34,0,1
47951,35054,2018-05-13 05:50:35,0,1
47953,35054,2018-05-13 05:51:36,0,1
47955,35054,2018-05-13 05:52:37,0,1
